Job1,Job2,Sector1,Sector2,NSQF1,NSQF2,similarity_score
Rooftop Solar Grid Engineer,Bartender,Green Jobs,Tourism & Hospitality,5,4.5,0.39222807
Solar EV Charging Entrepreneur,Ceramics and Terracotta Toy Maker - Artisan,Green Jobs,Handicrafts and Carpet,4,4,0.3922071
Light Motor Vehicle Driver,Basic Program on Traditional Hand Embroidery,Automotive,Handicrafts and Carpet,2.5,4,0.39219713
Industrial Control,Solar Photovoltaic Technician,Automotive,Green Jobs,4.5,4,0.39213866
Handcrafted Candle Maker,Tour Manager,Handicrafts and Carpet,Tourism & Hospitality,3,6,0.39206165
GHG Accounting and Sustainability Reporting,Food & Beverage Service - Associate,Green Jobs,Tourism & Hospitality,6,4,0.39203835
Introduction to Electric Vehicle,Food & Beverage Service - Associate,Automotive,Tourism & Hospitality,4,4,0.39203835
Introduction to Electric Vehicle,TFO Tenter,Automotive,Textile,4,3,0.39200398
GHG Accounting and Sustainability Reporting,TFO Tenter,Green Jobs,Textile,6,3,0.39200398
GHG Accounting and Sustainability Reporting,Mine Shotfirer/Blaster,Green Jobs,Mining,6,4,0.3919743
Introduction to Electric Vehicle,Mine Shotfirer/Blaster,Automotive,Mining,4,4,0.3919743
Solar PV Engineer (Option: Solar Water Pumping System),Bakery (WorldSkills),Green Jobs,Tourism & Hospitality,5,4.5,0.39193645
GHG Accounting and Sustainability Reporting,Traditional Malakar,Green Jobs,Handicrafts and Carpet,6,2.5,0.39191818
Introduction to Electric Vehicle,Traditional Malakar,Automotive,Handicrafts and Carpet,4,2.5,0.39191818
Solar Domestic Product Assembler,Concierge Manager,Green Jobs,Tourism & Hospitality,2.5,6,0.3919141
Ceramics and Terracotta Toy Maker - Artisan,Property Manager (FM),Handicrafts and Carpet,Tourism & Hospitality,4,7,0.39190862
Introduction to Electric Vehicle,Inlay Artisan - Stonecraft,Automotive,Handicrafts and Carpet,4,4,0.39190653
GHG Accounting and Sustainability Reporting,Inlay Artisan - Stonecraft,Green Jobs,Handicrafts and Carpet,6,4,0.39190653
Introduction to Electric Vehicle,Internal Food Auditor-Food Processing,Automotive,Food Processing,4,6,0.39186648
Internal Food Auditor-Food Processing,GHG Accounting and Sustainability Reporting,Food Processing,Green Jobs,6,6,0.39186648
Handcrafted Candle Maker,Food & Beverage Controller,Handicrafts and Carpet,Tourism & Hospitality,3,6,0.3918549
Artisanal Cheese Maker- Entrepreneur,Solar Photovoltaic Site Survey Assistant,Food Processing,Green Jobs,4,3.5,0.39181003
Upcycling Scraps and E-waste Artisan,Revenue Manager,Handicrafts and Carpet,Tourism & Hospitality,4,5.5,0.39180377
Green Hydrogen Plant Junior Technician - Power Sources,Home Stay Host,Green Jobs,Tourism & Hospitality,3,5,0.39179763
Loin Loom Weaver,Guest Service Associate- Food & Beverage Service,Textile,Tourism & Hospitality,3,4,0.39178705
Solar PV Designer,Front Office Assistant,Green Jobs,Tourism & Hospitality,7,3,0.39177692
Junior Technician- Solar Cold Storage,Food & Beverage Service Manager,Green Jobs,Tourism & Hospitality,3,7,0.39176005
Solar Photovoltaic Site Survey Assistant,Open-End Spinning Tenter,Green Jobs,Textile,3.5,3,0.39166284
Basic Program on Traditional Hand Embroidery,Front Office Trainee,Handicrafts and Carpet,Tourism & Hospitality,4,3,0.391645
Portable Improved Cookstove Assembler,Food & Beverage Service Manager,Green Jobs,Tourism & Hospitality,3,7,0.3916207
Solar PV Engineer (Option: Solar Water Pumping System),Billing Executive,Green Jobs,Tourism & Hospitality,5,4,0.39161018
Handcrafted Candle Maker,Mining Supervisor (Mineral Sands),Handicrafts and Carpet,Mining,3,5.5,0.39159957
Introduction to Electric Vehicle,Barista Executive,Automotive,Tourism & Hospitality,4,4,0.39157158
GHG Accounting and Sustainability Reporting,Barista Executive,Green Jobs,Tourism & Hospitality,6,4,0.39157158
GHG Accounting and Sustainability Reporting,Iron & Steel- Plasma Cutter: Manual,Green Jobs,Iron and Steel,6,4,0.3915667
Introduction to Electric Vehicle,Iron & Steel- Plasma Cutter: Manual,Automotive,Iron and Steel,4,4,0.3915667
Packing Machine Worker-Food Processing,Basic Program on Traditional Hand Embroidery,Food Processing,Handicrafts and Carpet,3,4,0.39154482
Introduction to Electric Vehicle,Cutting and Threading Operator (Metalware),Automotive,Handicrafts and Carpet,4,2.5,0.39154172
GHG Accounting and Sustainability Reporting,Cutting and Threading Operator (Metalware),Green Jobs,Handicrafts and Carpet,6,2.5,0.39154172
GHG Accounting and Sustainability Reporting,Finisher (Carpets),Green Jobs,Handicrafts and Carpet,6,3.5,0.3915158
Introduction to Electric Vehicle,Finisher (Carpets),Automotive,Handicrafts and Carpet,4,3.5,0.3915158
GHG Accounting and Sustainability Reporting,Shuttleless Loom Operator,Green Jobs,Textile,6,3,0.3915053
Introduction to Electric Vehicle,Shuttleless Loom Operator,Automotive,Textile,4,3,0.3915053
GHG Accounting and Sustainability Reporting,HEMM Electrician,Green Jobs,Mining,6,4,0.39144373
Introduction to Electric Vehicle,HEMM Electrician,Automotive,Mining,4,4,0.39144373
Green Logistics Practices,Loin Loom Weaver,Green Jobs,Textile,4,3,0.39143157
Green Hydrogen Plant Junior Technician - Power Sources,Revenue Manager,Green Jobs,Tourism & Hospitality,3,5.5,0.39141226
Basic Program on Traditional Hand Embroidery,Gas Tungsten Arc Welding (GTAW),Handicrafts and Carpet,Iron and Steel,4,4,0.39138985
Computer Aided Test Executive,GHG Accounting and Sustainability Reporting,Automotive,Green Jobs,6,6,0.39138392
Computer Aided Test Executive,Introduction to Electric Vehicle,Automotive,Automotive,6,4,0.39138392
GHG Accounting and Sustainability Reporting,Assistant Mechanic - Conveyor Operation and Maintenance,Green Jobs,Iron and Steel,6,3,0.39134625
Introduction to Electric Vehicle,Assistant Mechanic - Conveyor Operation and Maintenance,Automotive,Iron and Steel,4,3,0.39134625
Bio-Energy Micro Entrepreneur,Shuttleless Loom Operator,Green Jobs,Textile,4,3,0.39133286
Upcycling Scraps and E-waste Artisan,Food & Beverage Service Manager,Handicrafts and Carpet,Tourism & Hospitality,4,7,0.39132306
Tool Room Designer,Basic Program on Traditional Hand Embroidery,Automotive,Handicrafts and Carpet,5,4,0.3913141
GHG Accounting and Sustainability Reporting,Clipper and Embosser (Carpets),Green Jobs,Handicrafts and Carpet,6,3,0.39117068
Introduction to Electric Vehicle,Clipper and Embosser (Carpets),Automotive,Handicrafts and Carpet,4,3,0.39117068
Autobody Repair,Solar PV Engineer (Option: Solar Water Pumping System),Automotive,Green Jobs,4.5,5,0.3911607
Introduction to Electric Vehicle,Assistant Leather Toy Maker - Artisan,Automotive,Handicrafts and Carpet,4,2.5,0.39114806
GHG Accounting and Sustainability Reporting,Assistant Leather Toy Maker - Artisan,Green Jobs,Handicrafts and Carpet,6,2.5,0.39114806
Green Hydrogen Plant Junior Technician-Electrolyzer,Advanced Program on Hand Block Printing,Green Jobs,Handicrafts and Carpet,3,4,0.3911457
GHG Accounting and Sustainability Reporting,Glass Toy Maker - Artisan,Green Jobs,Handicrafts and Carpet,6,4,0.39109898
Introduction to Electric Vehicle,Glass Toy Maker - Artisan,Automotive,Handicrafts and Carpet,4,4,0.39109898
Green Logistics Practices,Basic Program on Traditional Hand Embroidery,Green Jobs,Handicrafts and Carpet,4,4,0.3910771
Biomass Pellet Manufacturing Junior Technician,Billing Executive,Green Jobs,Tourism & Hospitality,3,4,0.39106455
Solar Photovoltaic Site Survey Assistant,Glass Blowing Operator (Glassware),Green Jobs,Handicrafts and Carpet,3.5,3,0.39101705
Loin Loom Weaver,Front Office Trainee,Textile,Tourism & Hospitality,3,3,0.3910014
Introduction to Electric Vehicle,Green Hydrogen Plant Junior Technician-Electrolyzer,Automotive,Green Jobs,4,3,0.39097062
Green Hydrogen Plant Junior Technician-Electrolyzer,GHG Accounting and Sustainability Reporting,Green Jobs,Green Jobs,3,6,0.39097062
Light Motor Vehicle Driver,Introduction to Electric Vehicle,Automotive,Automotive,2.5,4,0.39095908
Light Motor Vehicle Driver,GHG Accounting and Sustainability Reporting,Automotive,Green Jobs,2.5,6,0.39095908
Solar EV Charging Entrepreneur,Guest Service Executive (Front Office),Green Jobs,Tourism & Hospitality,4,4.5,0.39094022
GHG Accounting and Sustainability Reporting,Lacquerer (Paper Mache),Green Jobs,Handicrafts and Carpet,6,3,0.39090925
Introduction to Electric Vehicle,Lacquerer (Paper Mache),Automotive,Handicrafts and Carpet,4,3,0.39090925
Industrial Control,Traditional Malakar,Automotive,Handicrafts and Carpet,4.5,2.5,0.39086875
Introduction to Electric Vehicle,Fitter Electrical Assembly,Automotive,Iron and Steel,4,3,0.39084217
GHG Accounting and Sustainability Reporting,Fitter Electrical Assembly,Green Jobs,Iron and Steel,6,3,0.39084217
Automotive Assembly Master Technician,Basic Program on Traditional Hand Embroidery,Automotive,Handicrafts and Carpet,5,4,0.3908256
Dairy Products Processor,GHG Accounting and Sustainability Reporting,Food Processing,Green Jobs,5,6,0.390824
Introduction to Electric Vehicle,Dairy Products Processor,Automotive,Food Processing,4,5,0.390824
Solar PV Designer,Winding  Operator,Green Jobs,Mining,7,4,0.39081004
Bio-Energy Micro Entrepreneur,Loader Operator-Underground,Green Jobs,Mining,4,4,0.3908031
Basic Program on Traditional Hand Embroidery,EOT Overhead Crane Operator,Handicrafts and Carpet,Iron and Steel,4,3,0.39079493
Wastewater Treatment Plant Helper,Loader Operator-Underground,Green Jobs,Mining,3,4,0.39074177
Food Lab Instrumentation Specialist,Advanced Program on Traditional Hand Embroidery,Food Processing,Handicrafts and Carpet,5,4,0.390736
Solar PV Designer,Guest Service Associate- Food & Beverage Service,Green Jobs,Tourism & Hospitality,7,4,0.39073184
Solar EV Charging Entrepreneur,Duty Manager,Green Jobs,Tourism & Hospitality,4,5,0.39071748
Introduction to Electric Vehicle,Winding  Operator,Automotive,Mining,4,4,0.390689
GHG Accounting and Sustainability Reporting,Winding  Operator,Green Jobs,Mining,6,4,0.390689
Basic Program on Traditional Hand Embroidery,Food & Beverage Service Assistant,Handicrafts and Carpet,Tourism & Hospitality,4,3,0.39060807
Basic Program on Traditional Hand Embroidery,Food and Beverage Service Assistant,Handicrafts and Carpet,Tourism & Hospitality,4,3,0.39060807
Autobody Repair,GHG Accounting and Sustainability Reporting,Automotive,Green Jobs,4.5,6,0.39059097
Autobody Repair,Introduction to Electric Vehicle,Automotive,Automotive,4.5,4,0.39059097
Prototyping Engineer,Basic Program on Traditional Hand Embroidery,Automotive,Handicrafts and Carpet,6,4,0.39053422
Food Product Developer,Basic Program on Traditional Hand Embroidery,Food Processing,Handicrafts and Carpet,5,4,0.39052483
Introduction to Electric Vehicle,Iron & Steel- Machinist,Automotive,Iron and Steel,4,3,0.39037937
GHG Accounting and Sustainability Reporting,Iron & Steel- Machinist,Green Jobs,Iron and Steel,6,3,0.39037937
Basic Program on Traditional Hand Embroidery,Refractory Brick Layer,Handicrafts and Carpet,Iron and Steel,4,3,0.39037317
GHG Accounting and Sustainability Reporting,Fitter - Post Spinning,Green Jobs,Textile,6,4,0.39034945
Introduction to Electric Vehicle,Fitter - Post Spinning,Automotive,Textile,4,4,0.39034945
Portable Improved Cookstove Assembler,Guest Service Executive (Front Office),Green Jobs,Tourism & Hospitality,3,4.5,0.39032415
Green Logistics Practices,GHG Accounting and Sustainability Reporting,Green Jobs,Green Jobs,4,6,0.39032224
Introduction to Electric Vehicle,Green Logistics Practices,Automotive,Green Jobs,4,4,0.39032224
Introduction to Electric Vehicle,Ice Cream Processing Technician,Automotive,Food Processing,4,4,0.39025378
Ice Cream Processing Technician,GHG Accounting and Sustainability Reporting,Food Processing,Green Jobs,4,6,0.39025378
GHG Accounting and Sustainability Reporting,Stringing/Beading Artisan (Fashion Jewellery),Green Jobs,Handicrafts and Carpet,6,2,0.3902152
Introduction to Electric Vehicle,Stringing/Beading Artisan (Fashion Jewellery),Automotive,Handicrafts and Carpet,4,2,0.3902152
Packing Machine Worker  Food Processing,Basic Program on Traditional Hand Embroidery,Food Processing,Handicrafts and Carpet,3,4,0.39021122
Basic Program on Traditional Hand Embroidery,Mechanic: Hydraulic & Pneumatic System,Handicrafts and Carpet,Iron and Steel,4,4,0.39018482
Introduction to Electric Vehicle,Mining Rescuer,Automotive,Mining,4,3,0.39017916
GHG Accounting and Sustainability Reporting,Mining Rescuer,Green Jobs,Mining,6,3,0.39017916
GHG Accounting and Sustainability Reporting,Conveyor Operation & Maintenance,Green Jobs,Iron and Steel,6,3,0.39016014
Introduction to Electric Vehicle,Conveyor Operation & Maintenance,Automotive,Iron and Steel,4,3,0.39016014
Introduction to Electric Vehicle,Cleaner-Roadside Eatery,Automotive,Tourism & Hospitality,4,2,0.39015228
GHG Accounting and Sustainability Reporting,Cleaner-Roadside Eatery,Green Jobs,Tourism & Hospitality,6,2,0.39015228
Wastewater Treatment Plant Helper,Basic Program on Traditional Hand Embroidery,Green Jobs,Handicrafts and Carpet,3,4,0.39012372
Junior Technician-Rooftop Rainwater Harvesting,GHG Accounting and Sustainability Reporting,Green Jobs,Green Jobs,3,6,0.39007467
Introduction to Electric Vehicle,Junior Technician-Rooftop Rainwater Harvesting,Automotive,Green Jobs,4,3,0.39007467
Automotive Quality Control Inspector,Food & Beverage Service Manager,Automotive,Tourism & Hospitality,3,7,0.39003357
Welding,Revenue Manager,Automotive,Tourism & Hospitality,4.5,5.5,0.3899898
Fitter Instrumentation,Tour Manager,Iron and Steel,Tourism & Hospitality,3,6,0.3899425
Automotive Tool Room Technician,GHG Accounting and Sustainability Reporting,Automotive,Green Jobs,3.5,6,0.38994142
Automotive Tool Room Technician,Introduction to Electric Vehicle,Automotive,Automotive,3.5,4,0.38994142
Rooftop Solar Grid Engineer,Hotel Reception (WorldSkills),Green Jobs,Tourism & Hospitality,5,4.5,0.38993996
Solar Photovoltaic Site Survey Assistant,Front Office Manager,Green Jobs,Tourism & Hospitality,3.5,7,0.38991725
Introduction to Electric Vehicle,Wastewater Treatment Plant Technician,Automotive,Green Jobs,4,4,0.38991302
Wastewater Treatment Plant Technician,GHG Accounting and Sustainability Reporting,Green Jobs,Green Jobs,4,6,0.38991302
Bearing Maintenance,Tour Manager,Iron and Steel,Tourism & Hospitality,3,6,0.38989627
Loin Loom Weaver,Front Office Assistant,Textile,Tourism & Hospitality,3,3,0.38979572
GHG Accounting and Sustainability Reporting,Traditional Wooden Toy Maker,Green Jobs,Handicrafts and Carpet,6,2.5,0.3897652
Introduction to Electric Vehicle,Traditional Wooden Toy Maker,Automotive,Handicrafts and Carpet,4,2.5,0.3897652
Food Microbiologist,GHG Accounting and Sustainability Reporting,Food Processing,Green Jobs,6,6,0.3897334
Introduction to Electric Vehicle,Food Microbiologist,Automotive,Food Processing,4,6,0.3897334
Welding,Ceramics and Terracotta Toy Maker - Artisan,Automotive,Handicrafts and Carpet,4.5,4,0.3897144
"Fitter : Levelling, Alignment & Balancing",Tour Manager,Iron and Steel,Tourism & Hospitality,3,6,0.38965058
Solar EV Charging Entrepreneur,Housekeeping Attendant,Green Jobs,Tourism & Hospitality,4,3,0.3896304
Automotive Tool Room Lead Technician,Introduction to Electric Vehicle,Automotive,Automotive,5,4,0.38962594
Automotive Tool Room Lead Technician,GHG Accounting and Sustainability Reporting,Automotive,Green Jobs,5,6,0.38962594
Introduction to Electric Vehicle,Quality Checker (Fashion Jewellery),Automotive,Handicrafts and Carpet,4,3.5,0.38962048
GHG Accounting and Sustainability Reporting,Quality Checker (Fashion Jewellery),Green Jobs,Handicrafts and Carpet,6,3.5,0.38962048
Solar PV Engineer (Option: Solar Water Pumping System),Two Shaft Handloom Weaver,Green Jobs,Textile,5,3,0.38954812
GHG Accounting and Sustainability Reporting,Rafting Guide/Safety Kayaker,Green Jobs,Tourism & Hospitality,6,5,0.38948914
Introduction to Electric Vehicle,Rafting Guide/Safety Kayaker,Automotive,Tourism & Hospitality,4,5,0.38948914
GHG Accounting and Sustainability Reporting,Bearing Maintenance,Green Jobs,Iron and Steel,6,3,0.38945925
Introduction to Electric Vehicle,Bearing Maintenance,Automotive,Iron and Steel,4,3,0.38945925
GHG Accounting and Sustainability Reporting,Property Manager (FM),Green Jobs,Tourism & Hospitality,6,7,0.38942036
Introduction to Electric Vehicle,Property Manager (FM),Automotive,Tourism & Hospitality,4,7,0.38942036
Plastic Recycling Operator,Facility Manager,Green Jobs,Tourism & Hospitality,3,6,0.38941094
Solar EV Charging Entrepreneur,Food & Beverage Controller,Green Jobs,Tourism & Hospitality,4,6,0.38939995
Solar EV Charging Entrepreneur,Handcrafted Candle Maker,Green Jobs,Handicrafts and Carpet,4,3,0.38936955
Solar Domestic Product Assembler,Hotel Reception (WorldSkills),Green Jobs,Tourism & Hospitality,2.5,4.5,0.3893631
Green Hydrogen Plant Junior Technician - Power Sources,Bartender,Green Jobs,Tourism & Hospitality,3,4.5,0.38935828
Basic Program on Traditional Hand Embroidery,Finisher (Woodware),Handicrafts and Carpet,Handicrafts and Carpet,4,2.5,0.38935548
Basic Program on Traditional Hand Embroidery,Restaurant Manager,Handicrafts and Carpet,Tourism & Hospitality,4,5.5,0.38932526
Basic Program on Traditional Hand Embroidery,"Ground Staff (Paratrike, Paramotoring, Paragliding)",Handicrafts and Carpet,Tourism & Hospitality,4,2,0.38932306
